case_id,scenario,message_id,true_satellite,claimed_satellite,rf_predicted_sat,rf_confidence,rf_match,hmac_pass,freshness_pass,higher_layer_pass,decision,decision_reason,higher_layer_reject,combined_reject,combined_flag,combined_accept,security_escalation,model_name,feature_set,split_type,random_seed,n_features,test_fraction,rf_n_estimators,rf_scaled,rf_test_accuracy
expired_freshness:127:85,expired_freshness,127,85,85,51,0.33,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:127:92,ordinary_identity_spoof,127,85,92,51,0.33,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:127:92,stolen_key,127,85,92,51,0.33,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:127:87,ordinary_identity_spoof,127,85,87,51,0.33,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:127:87,stolen_key,127,85,87,51,0.33,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:127:51,ordinary_identity_spoof,127,85,51,51,0.33,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:127:51,stolen_key,127,85,51,51,0.33,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:127:109,ordinary_identity_spoof,127,85,109,51,0.33,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:127:109,stolen_key,127,85,109,51,0.33,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:128:85,genuine,128,85,85,85,0.27,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:128:85,wrong_key,128,85,85,85,0.27,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:128:92,tampered_claim,128,85,92,85,0.27,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:128:85,tampered_payload,128,85,85,85,0.27,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:128:85,invalid_mac,128,85,85,85,0.27,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:128:85,replay,128,85,85,85,0.27,True,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:128:85,expired_freshness,128,85,85,85,0.27,True,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:128:92,ordinary_identity_spoof,128,85,92,85,0.27,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:128:92,stolen_key,128,85,92,85,0.27,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:128:87,ordinary_identity_spoof,128,85,87,85,0.27,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:128:87,stolen_key,128,85,87,85,0.27,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:128:51,ordinary_identity_spoof,128,85,51,85,0.27,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:128:51,stolen_key,128,85,51,85,0.27,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:128:109,ordinary_identity_spoof,128,85,109,85,0.27,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:128:109,stolen_key,128,85,109,85,0.27,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:129:51,genuine,129,51,51,92,0.26,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:129:51,wrong_key,129,51,51,92,0.26,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:129:92,tampered_claim,129,51,92,92,0.26,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:129:51,tampered_payload,129,51,51,92,0.26,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:129:51,invalid_mac,129,51,51,92,0.26,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:129:51,replay,129,51,51,92,0.26,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:129:51,expired_freshness,129,51,51,92,0.26,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:129:92,ordinary_identity_spoof,129,51,92,92,0.26,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:129:92,stolen_key,129,51,92,92,0.26,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:129:85,ordinary_identity_spoof,129,51,85,92,0.26,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:129:85,stolen_key,129,51,85,92,0.26,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:129:87,ordinary_identity_spoof,129,51,87,92,0.26,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:129:87,stolen_key,129,51,87,92,0.26,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:129:109,ordinary_identity_spoof,129,51,109,92,0.26,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:129:109,stolen_key,129,51,109,92,0.26,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:130:92,genuine,130,92,92,85,0.295,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:130:92,wrong_key,130,92,92,85,0.295,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:130:85,tampered_claim,130,92,85,85,0.295,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:130:92,tampered_payload,130,92,92,85,0.295,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:130:92,invalid_mac,130,92,92,85,0.295,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:130:92,replay,130,92,92,85,0.295,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:130:92,expired_freshness,130,92,92,85,0.295,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:130:85,ordinary_identity_spoof,130,92,85,85,0.295,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:130:85,stolen_key,130,92,85,85,0.295,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:130:87,ordinary_identity_spoof,130,92,87,85,0.295,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:130:87,stolen_key,130,92,87,85,0.295,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:130:51,ordinary_identity_spoof,130,92,51,85,0.295,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:130:51,stolen_key,130,92,51,85,0.295,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:130:109,ordinary_identity_spoof,130,92,109,85,0.295,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:130:109,stolen_key,130,92,109,85,0.295,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:131:87,genuine,131,87,87,87,0.285,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:131:87,wrong_key,131,87,87,87,0.285,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:131:92,tampered_claim,131,87,92,87,0.285,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:131:87,tampered_payload,131,87,87,87,0.285,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:131:87,invalid_mac,131,87,87,87,0.285,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:131:87,replay,131,87,87,87,0.285,True,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:131:87,expired_freshness,131,87,87,87,0.285,True,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:131:92,ordinary_identity_spoof,131,87,92,87,0.285,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:131:92,stolen_key,131,87,92,87,0.285,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:131:85,ordinary_identity_spoof,131,87,85,87,0.285,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:131:85,stolen_key,131,87,85,87,0.285,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:131:51,ordinary_identity_spoof,131,87,51,87,0.285,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:131:51,stolen_key,131,87,51,87,0.285,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:131:109,ordinary_identity_spoof,131,87,109,87,0.285,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:131:109,stolen_key,131,87,109,87,0.285,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:132:85,genuine,132,85,85,85,0.31,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:132:85,wrong_key,132,85,85,85,0.31,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:132:92,tampered_claim,132,85,92,85,0.31,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:132:85,tampered_payload,132,85,85,85,0.31,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:132:85,invalid_mac,132,85,85,85,0.31,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:132:85,replay,132,85,85,85,0.31,True,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:132:85,expired_freshness,132,85,85,85,0.31,True,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:132:92,ordinary_identity_spoof,132,85,92,85,0.31,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:132:92,stolen_key,132,85,92,85,0.31,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:132:87,ordinary_identity_spoof,132,85,87,85,0.31,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:132:87,stolen_key,132,85,87,85,0.31,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:132:51,ordinary_identity_spoof,132,85,51,85,0.31,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:132:51,stolen_key,132,85,51,85,0.31,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:132:109,ordinary_identity_spoof,132,85,109,85,0.31,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:132:109,stolen_key,132,85,109,85,0.31,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:133:109,genuine,133,109,109,92,0.395,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:133:109,wrong_key,133,109,109,92,0.395,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:133:92,tampered_claim,133,109,92,92,0.395,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:133:109,tampered_payload,133,109,109,92,0.395,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:133:109,invalid_mac,133,109,109,92,0.395,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:133:109,replay,133,109,109,92,0.395,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:133:109,expired_freshness,133,109,109,92,0.395,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:133:92,ordinary_identity_spoof,133,109,92,92,0.395,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:133:92,stolen_key,133,109,92,92,0.395,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:133:85,ordinary_identity_spoof,133,109,85,92,0.395,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:133:85,stolen_key,133,109,85,92,0.395,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:133:87,ordinary_identity_spoof,133,109,87,92,0.395,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:133:87,stolen_key,133,109,87,92,0.395,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:133:51,ordinary_identity_spoof,133,109,51,92,0.395,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:133:51,stolen_key,133,109,51,92,0.395,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:134:92,genuine,134,92,92,85,0.28,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:134:92,wrong_key,134,92,92,85,0.28,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:134:85,tampered_claim,134,92,85,85,0.28,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:134:92,tampered_payload,134,92,92,85,0.28,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:134:92,invalid_mac,134,92,92,85,0.28,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:134:92,replay,134,92,92,85,0.28,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:134:92,expired_freshness,134,92,92,85,0.28,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:134:85,ordinary_identity_spoof,134,92,85,85,0.28,True,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:134:85,stolen_key,134,92,85,85,0.28,True,True,True,True,accept,Higher-layer authentication passed and RF-derived physical-layer evidence agreed with the claimed satellite,False,False,False,True,False,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:134:87,ordinary_identity_spoof,134,92,87,85,0.28,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:134:87,stolen_key,134,92,87,85,0.28,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:134:51,ordinary_identity_spoof,134,92,51,85,0.28,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:134:51,stolen_key,134,92,51,85,0.28,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:134:109,ordinary_identity_spoof,134,92,109,85,0.28,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
stolen_key:134:109,stolen_key,134,92,109,85,0.28,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
genuine:135:51,genuine,135,51,51,87,0.345,False,True,True,True,flag,Higher-layer authentication passed but RF-derived physical-layer evidence disagreed with the claimed satellite,False,False,True,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
wrong_key:135:51,wrong_key,135,51,51,87,0.345,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_claim:135:92,tampered_claim,135,51,92,87,0.345,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
tampered_payload:135:51,tampered_payload,135,51,51,87,0.345,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
invalid_mac:135:51,invalid_mac,135,51,51,87,0.345,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
replay:135:51,replay,135,51,51,87,0.345,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
expired_freshness:135:51,expired_freshness,135,51,51,87,0.345,False,True,False,False,reject,Freshness/replay check failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
ordinary_identity_spoof:135:92,ordinary_identity_spoof,135,51,92,87,0.345,False,False,True,False,reject,HMAC authentication failed,True,True,False,False,True,random_forest,v1_handcrafted_28,stratified_80_20,42,28,0.2,200,False,0.244931
